Sale ID,Date,Product,Quantity,Price,Total,Customer ID,Customer Name,Payment Method,Region
1176,2024-01-25,Mouse,3,308.42,925.26,7d012ad0-4ca3-4304-80e6-8e8e5e837e77,Linda Williamson,Bank Transfer,Asia
1177,2024-01-25,Monitor,9,249.01,2241.09,e0673a99-c5e6-4713-aba2-922e8ac66dec,Ashley Barber,Bank Transfer,Asia
1178,2024-04-03,Mouse,2,37.82,75.64,73fda82b-8aac-47bc-88e9-e2f708467be5,Karen Hancock,Bank Transfer,Africa
1179,2024-08-11,Monitor,5,121.58,607.9,3f4c620b-6a71-432c-aea2-f1f4aadd6b73,Daniel Smith,Debit Card,North America
1180,2024-03-05,Smartphone,9,410.97,3698.73,0fb89f4f-bc9b-41b3-9e47-b469ef2b31b8,Kayla Anderson,Bank Transfer,Oceania
1181,2024-08-02,Webcam,4,391.04,1564.16,812a682f-aa90-43aa-aba0-7c4fadd0dc05,Heather Daniels,Bank Transfer,Africa
1182,2024-01-24,Smartphone,3,353.26,1059.78,ffe9593c-6838-4ea4-a0b9-8b662d6b202c,Yolanda Williams,Cash,Asia
1183,2024-08-26,Monitor,6,17.11,102.66,e91d0906-b270-42bd-84e1-eac477de6143,Ashley Stone,Credit Card,Oceania
1184,2024-01-25,Mouse,3,404.93,1214.79,a73f2d64-71fb-45de-9bd1-aaa5c59515fa,James Wagner,Credit Card,Africa
1185,2024-03-17,Laptop,7,443.88,3107.16,155bff8a-9582-4f95-9b32-4d2f49e41dbc,Kimberly Ali,Credit Card,North America
1186,2024-02-02,Mouse,8,374.83,2998.64,a4d7b403-cf33-47bf-8567-71cd8653c413,Tracy Fisher,Debit Card,Europe
1187,2024-05-13,Smartphone,5,169.16,845.8,ddabbb64-c4db-4307-a058-84965379a1b8,Brittany Nelson,Bank Transfer,North America
1188,2024-05-29,Smartphone,9,280.61,2525.49,bf0107ee-5908-40e3-92c3-9fc39c1dd09a,Rebecca Harris,Debit Card,Oceania
1189,2024-05-21,Headphones,2,152.74,305.48,be17a8b7-8b8e-4bc7-b3e7-2179089efb6d,Kathleen Black,PayPal,Oceania
1190,2024-06-30,Printer,5,364.1,1820.5,570de5c8-ffea-4107-93d2-ca956867e5e1,Robert Hart,Credit Card,Europe
1191,2024-02-26,Printer,4,202.75,811.0,228baf2f-59d5-4677-9958-04e951fbda54,Sarah Brown,PayPal,Europe
1192,2024-06-23,Webcam,7,268.23,1877.61,ad952461-3000-47a7-bced-49097b13b817,Emma Scott PhD,PayPal,Asia
1193,2024-03-22,Smartphone,3,138.19,414.57,5d98ff6e-2558-42e6-b357-0cd606164721,Michael Snyder,PayPal,Africa
1194,2024-03-04,Webcam,7,32.88,230.16,8d2a2df5-1c89-48ed-b578-05291826c565,Kelsey Cobb,Debit Card,Asia
1195,2024-01-26,Keyboard,4,161.23,644.92,f75204fc-1c87-44fb-ad3a-a28278fde784,Eric Anderson,Debit Card,Oceania
1196,2024-08-06,Monitor,9,337.67,3039.03,c04e474a-fd84-4772-9f6f-27054508165d,Diane Clark,PayPal,South America
1197,2024-04-05,Smartphone,5,131.87,659.35,b60ad1c0-0875-468d-ab14-cbea54edd9f9,Debra Davis,Bank Transfer,South America
1198,2024-04-14,Laptop,10,458.62,4586.2,a0fa723f-0b4a-4392-ac7e-9c71a4b47090,Christopher Little,PayPal,Oceania
1199,2024-03-01,Monitor,10,303.05,3030.5,4e29d8e0-46b4-46f9-852b-93006044416f,Pamela Graves,Cash,Africa
1200,2024-08-21,Keyboard,6,49.55,297.3,63583c34-0574-4968-82c8-04ead878714b,Alan Goodwin,Debit Card,Africa
1201,2024-01-02,Monitor,4,17.45,69.8,8e3b4bab-8ca7-451f-ae80-77260603ea5b,Erica Sims,Debit Card,North America
1202,2024-07-24,Webcam,1,249.69,249.69,48967338-1cd1-4c74-8a34-e9cc116af9ef,Amy Wolfe,PayPal,Asia
1203,2024-06-03,Keyboard,5,102.71,513.55,5348f5f1-3d2b-4c1e-a228-40cc92eeb012,Erika Spencer,Cash,South America
1204,2024-08-21,Printer,10,485.28,4852.8,7ca3c826-78dd-408c-9938-71e9821da1f9,Kathryn Sosa,Cash,Europe
1205,2024-07-02,Smartphone,2,477.73,955.46,f61e251a-75f3-44c2-841b-32df8a754790,Eric Lawrence,Debit Card,North America
1206,2024-04-10,Smartphone,7,232.7,1628.9,62e8dc81-18ea-4bd8-854e-5c146f90b2a7,Alejandro Barron,Cash,South America
1207,2024-04-30,Webcam,6,496.34,2978.04,b63dc53d-2bb3-48ce-bfe8-e1702bee58af,Kenneth Moreno,Bank Transfer,Africa
1208,2024-03-06,Keyboard,9,221.5,1993.5,a59d4e33-1e6e-4041-90fd-c3981526fac5,Barbara Brown,Credit Card,Africa
1209,2024-05-17,Monitor,3,355.55,1066.65,8b1729c1-eb0b-4973-ae3b-84402c502e0d,Lisa Roy,Debit Card,Asia
1210,2024-08-02,Headphones,7,138.29,968.03,8da7b497-d34b-4e2b-a76d-72c1e827ef00,Alexander Burke,Bank Transfer,Asia
1211,2024-06-17,Mouse,3,457.68,1373.04,a5dd3e70-e26f-4811-8356-e9cdd213b30c,Janet Bullock,Cash,Africa
1212,2024-02-17,Laptop,4,95.98,383.92,c762622f-0d4e-4043-a3b8-f5ced9a1062d,Michelle Taylor,PayPal,North America
1213,2024-07-26,Headphones,7,335.14,2345.98,2db702a3-6990-45d5-b8f6-7ab4b1bea680,Jessica Maxwell,Bank Transfer,Asia
1214,2024-03-31,Headphones,6,497.94,2987.64,cad71b49-c361-45b3-a56a-c98ff2d24b3a,Melissa Patterson,PayPal,Europe
1215,2024-08-05,Laptop,1,41.37,41.37,a9f8b025-f4b9-4aba-a00a-708a5e732881,Robert Wagner,PayPal,South America
1216,2024-07-21,Headphones,4,189.76,759.04,6a1630df-064f-4d8c-8a12-e5552ca476e9,Jordan Hale,Cash,Europe
1217,2024-07-01,Keyboard,1,212.37,212.37,0a8a6428-96ed-42ec-9cb8-54b9ea9fa06e,Michael Pugh,Cash,Asia
1218,2024-02-24,Printer,4,469.96,1879.84,4e44c247-2174-4eaa-b101-5ec3f891c227,Abigail Perez,PayPal,Asia
1219,2024-03-05,Webcam,10,143.06,1430.6,82bff85c-7d2e-4016-a1ee-549f65d57c25,Laura Navarro,Debit Card,Africa
1220,2024-08-05,Printer,1,146.45,146.45,c4c67c99-2d14-4696-9667-bcf2c1b8eb85,Warren Murphy,Bank Transfer,Asia
1221,2024-05-14,Keyboard,4,223.81,895.24,ffc8f2b7-81f9-43fc-a26d-0d1abc85be1f,Amy Howard,PayPal,Oceania
1222,2024-03-20,Printer,7,329.89,2309.23,ecfb127a-2fc6-48eb-a4f7-916b81d1b4fa,Edward Marsh,Credit Card,Asia
1223,2024-02-06,Smartphone,1,377.39,377.39,fe7f7139-53e4-49a6-8a10-ab988dabdcac,Erin Johnston,Cash,Europe
1224,2024-02-23,Smartphone,10,155.63,1556.3,dc2b1912-d35e-4d1a-89f9-9281f4b4a05f,Jessica Duke,PayPal,Africa
1225,2024-06-27,Webcam,5,224.3,1121.5,92b14fff-119e-4425-a571-76e994390c73,Amy Jones,Cash,Asia
1226,2024-01-06,Laptop,9,113.49,1021.41,0b5cc948-3daa-412c-8c75-6ff58e0729b3,Diane Rodriguez,Bank Transfer,North America
1227,2024-05-07,Keyboard,9,91.25,821.25,5a24a8bc-303d-4e81-9fd7-8ee8dd3ba817,Brian Luna,Credit Card,North America
1228,2024-03-09,Monitor,6,125.96,755.76,8bfa075f-ed29-43cc-b86b-4f9bd9d3ecfd,Mary Love,Bank Transfer,North America
1229,2024-01-02,Headphones,7,61.44,430.08,6713dca1-e56a-47c1-b561-a2efcb7ad911,John Romero,Debit Card,Europe
1230,2024-01-24,Mouse,4,100.98,403.92,4a65a7f0-9325-4a76-91c6-9664cd23fd12,Joel Parsons,Bank Transfer,North America
1231,2024-04-11,Smartphone,5,295.23,1476.15,9dd68680-06b4-4ed2-abab-4379f0ba07c3,Ricardo Cook,Debit Card,North America
1232,2024-04-17,Laptop,4,181.11,724.44,0706759e-7ee9-456c-92b1-b1c768839aeb,George Martin,Bank Transfer,Asia
1233,2024-03-28,Headphones,4,15.54,62.16,e6dec920-e7a6-45cc-801c-d2a6fbc02d9d,Ann Brown PhD,Debit Card,Africa
1234,2024-04-01,Laptop,3,396.15,1188.45,e9af708d-65b6-49ab-87da-2c787f505673,Taylor Mathews,Bank Transfer,Africa
1235,2024-06-10,Laptop,1,353.3,353.3,efdab50a-19e9-4e37-bdd0-fb10a4d40cbe,Scott Obrien,PayPal,South America
1236,2024-07-13,Printer,4,339.55,1358.2,368da289-0cc7-48c7-bdec-8485b015b58b,Carrie Moore,PayPal,North America
1237,2024-05-17,Headphones,9,61.93,557.37,b9efac34-3f45-4b76-9f2b-469bcd33680f,Victoria Simmons,Cash,Africa
1238,2024-07-14,Headphones,8,379.41,3035.28,2d729590-bba2-48b7-ae40-2a7c640adcd6,Jeff Adams,Debit Card,South America
1239,2024-03-18,Mouse,2,295.83,591.66,49942f94-9cf0-4e91-a3e7-365e204ac6a1,Bruce Mayer,PayPal,Oceania
1240,2024-07-28,Headphones,5,387.43,1937.15,2bb25e33-908f-4731-baae-142b01397853,Anthony Lopez,Cash,Oceania
1241,2024-07-15,Keyboard,1,199.45,199.45,64024d66-cf82-4ad9-8596-626612776ec9,Jeanette Stewart,Debit Card,Asia
1242,2024-02-13,Keyboard,9,495.97,4463.73,fdbfab2e-50af-4295-820c-ca2193a141c7,Patricia Holder,Debit Card,Africa
1243,2024-01-15,Mouse,8,239.52,1916.16,eec962d5-955a-46c2-a624-ba7abd25058f,Sally Flowers,Credit Card,Asia
1244,2024-07-17,Laptop,7,17.11,119.77,37cf307f-fef5-4446-a055-6a04b48d6ba9,Brian Kim,Credit Card,Oceania
1245,2024-06-20,Laptop,7,438.41,3068.87,0a25133f-6f21-4de1-a5d5-0ca8fefd7057,Bethany Vaughn,Bank Transfer,South America
1246,2024-03-03,Laptop,7,266.53,1865.71,1b3ff9af-9d14-4c7b-94ca-4a1509bfe669,Shawn Chapman,Debit Card,Africa
1247,2024-08-28,Smartphone,2,327.69,655.38,a2946581-9093-4da0-b496-81723f4a0f82,Andrea Brown,PayPal,Asia
1248,2024-07-05,Printer,7,287.55,2012.85,998952e3-50dc-49ec-9e47-f72cf087a7a2,Tara Martin,Debit Card,Oceania
1249,2024-05-21,Mouse,8,16.07,128.56,681d9f65-ce61-451b-9e52-30df8743775f,Sean Robinson,Debit Card,North America
1250,2024-06-07,Monitor,2,92.0,184.0,67a7d356-45cb-4c4d-9ea3-52cff6fa7078,Christina Gomez,Credit Card,Africa
1251,2024-05-18,Headphones,9,135.57,1220.13,74336773-6a3c-48c2-a48f-6b3453dbd012,Michael Scott,Bank Transfer,North America
1252,2024-01-27,Laptop,1,260.56,260.56,e5f370c7-849d-43a2-ba22-4a7b10922974,Yvonne Miller,Bank Transfer,Asia
1253,2024-01-25,Monitor,3,305.8,917.4,9cd49845-e6e2-473a-be0c-8edcfba27006,Zachary Robinson,Cash,South America
1254,2024-03-16,Headphones,3,77.57,232.71,98dee7ce-8426-483d-9433-b986899e4154,Tara Hill,Debit Card,Africa
1255,2024-04-25,Smartphone,5,107.58,537.9,da3690ba-0329-4d54-8fdd-19869eb88ac7,Ashley Lloyd,Credit Card,North America
1256,2024-01-23,Webcam,6,276.51,1659.06,2b47599b-6665-4320-a037-c31ae2aaf844,Rachel Carson,Debit Card,Asia
1257,2024-06-25,Smartphone,10,97.7,977.0,0f04db86-f63b-4dda-881e-ce11360f56ca,Jeff Wang,PayPal,Europe
1258,2024-03-06,Laptop,2,167.72,335.44,2e998d12-76f4-484c-938d-e78c3e9a0b19,Monica Munoz,Bank Transfer,North America
1259,2024-08-08,Headphones,7,41.74,292.18,297cfd87-d2a5-4472-b4bd-aabcfe5d9296,Megan Cisneros,Credit Card,North America
1260,2024-03-07,Keyboard,3,269.93,809.79,146abc7b-11bc-4a6e-bd7f-21285cfff1b5,Lisa Rogers,Bank Transfer,Asia
1261,2024-07-23,Laptop,4,330.36,1321.44,20210e72-c57d-4fcd-b154-573821b457bf,David Mitchell,Bank Transfer,Asia
1262,2024-03-12,Printer,8,100.83,806.64,84469d9c-55ca-4b28-b942-4c437121e51f,Patricia Burton,PayPal,Asia
1263,2024-03-04,Smartphone,1,270.57,270.57,a732a2a1-fdbe-495f-a285-748dc8596579,Ryan Brown,Cash,Asia
1264,2024-07-27,Keyboard,9,211.76,1905.84,dd04c307-36e8-4e9d-a7e6-da295c7e2b26,Manuel Mcpherson,Cash,Oceania
1265,2024-06-25,Webcam,1,324.69,324.69,ed2bce6d-6f9d-4c7c-ad33-e1c878cc9654,Amanda Brooks,Bank Transfer,Africa
1266,2024-02-09,Mouse,8,73.76,590.08,f1bc34ec-5aad-4e84-ae93-e724aa934c65,Jill Buckley,Credit Card,Africa
1267,2024-01-29,Keyboard,9,410.93,3698.37,ecfdd7da-23a9-4da1-bf1d-b340186d3d47,Alyssa Craig,Credit Card,South America
1268,2024-03-17,Laptop,1,300.23,300.23,38bef880-36da-4fcb-9b5e-e4ff85276140,Amanda Casey,Credit Card,Oceania
1269,2024-06-25,Headphones,1,149.84,149.84,2d2134b5-0149-4893-a692-161818618f19,Jessica Ross,Credit Card,South America
1270,2024-08-20,Smartphone,8,149.25,1194.0,a11175a9-47d8-4f2f-a2a1-d6f0c2dc4c8e,Rita Myers,PayPal,South America
1271,2024-08-23,Keyboard,3,387.74,1163.22,0c99ef92-6b4c-47af-a887-5bd8656d7ae4,Christopher Key,Credit Card,Oceania
1272,2024-01-27,Keyboard,7,172.03,1204.21,d0b38c2f-7860-4670-bba8-5d46caa935d9,Bill Bryant,Credit Card,Europe
1273,2024-06-04,Keyboard,6,384.89,2309.34,56fb3b40-2929-4069-968d-1f26ccc054f6,Brian Leblanc,Bank Transfer,Europe
1274,2024-07-11,Headphones,10,303.9,3039.0,78098229-1b15-4a2e-8b97-eb570286a543,Connor Moreno,PayPal,Oceania
1275,2024-08-28,Printer,5,355.43,1777.15,c6a90470-2f49-4008-9909-60ec66ad6bf1,Kimberly Williams,Bank Transfer,Oceania
1276,2024-02-08,Keyboard,7,430.06,3010.42,868f8c89-f9b1-4913-b726-0cea840d6c32,Elizabeth Peterson,Cash,Oceania
1277,2024-01-26,Monitor,9,197.48,1777.32,d1fd0699-9f38-422f-8d15-43e7a2b503cb,Mark Bradford,Cash,Oceania
1278,2024-04-25,Mouse,2,410.36,820.72,6ea95d0b-4ed7-468a-b40f-e01b84239f1e,Craig Richards,Credit Card,Europe
1279,2024-03-31,Monitor,3,424.74,1274.22,519c0fba-df78-468d-bff2-bdb72b2dbb6d,Sally Taylor,Cash,Oceania
1280,2024-06-30,Laptop,8,392.92,3143.36,59ae5ddb-3d79-484c-84ee-97f44f71990a,Ronald Allen,Bank Transfer,Oceania
1281,2024-05-12,Mouse,3,139.16,417.48,175c7f01-0963-4110-ba61-80b056711cab,Courtney Obrien,Cash,Europe
1282,2024-07-20,Laptop,4,167.38,669.52,c37ae20d-65b1-4102-b5c4-b6c2ea88d768,Andrew Delgado,PayPal,Oceania
1283,2024-04-28,Keyboard,7,341.96,2393.72,a8ece067-0060-4561-89a9-64291557a0e4,Jennifer Smith,Debit Card,Oceania
1284,2024-03-01,Mouse,3,302.15,906.45,fbfce95a-45a4-4d6e-ac87-1f281c73ba2e,Ricky Stone,Cash,Asia
1285,2024-02-14,Headphones,5,249.76,1248.8,45fa0b14-7bf8-49f8-b766-3eaeba6ce1f3,Travis Garcia,PayPal,Asia
1286,2024-08-21,Headphones,2,421.75,843.5,1ff1b865-80c4-42f3-9c65-c53c8801978d,Jennifer Vaughn,Cash,Asia
1287,2024-05-20,Monitor,2,370.81,741.62,676f49a9-bed0-4b93-90c1-96293c0bd295,Timothy Cooper,PayPal,North America
1288,2024-07-24,Smartphone,2,245.05,490.1,4a231379-e737-4d6c-ba09-71eced848f66,Kayla Hayden,Bank Transfer,Oceania
1289,2024-08-26,Mouse,2,333.87,667.74,9fbdc888-8d6f-4add-85dc-8efaf7a4dffd,Paul Payne,Cash,Asia
1290,2024-04-04,Headphones,3,430.65,1291.95,06177dd8-0cdd-44e5-a4a9-66eeaf38bd6d,Jasmine Burton,PayPal,North America
1291,2024-05-16,Smartphone,2,380.27,760.54,ac6b20e2-052d-4939-a97f-b78e68eb1a5c,Stephanie Allison,Cash,Europe
1292,2024-06-28,Laptop,5,160.71,803.55,727a9997-7ace-49c1-a9d6-12467f6f3468,Kurt Palmer,Debit Card,Oceania
1293,2024-05-22,Printer,1,223.16,223.16,56ea9dc8-1dd4-42ac-8dca-6c60a2265c95,Edward Goodwin,Cash,North America
1294,2024-05-21,Laptop,8,285.93,2287.44,387a5769-468b-48ad-aa49-dad609e2f421,James Craig,Credit Card,Africa
1295,2024-01-25,Monitor,5,81.43,407.15,30615785-5637-4a5f-8eca-2b8343f1283d,Joshua Villegas,PayPal,Europe
1296,2024-05-11,Mouse,1,189.24,189.24,fd8f887c-7af1-4f9a-893f-8f149e82811c,Jessica Griffin,Cash,Oceania
1297,2024-05-09,Monitor,2,379.72,759.44,3be5298d-d0b0-4a76-8b3e-97eef7e57bd5,Oscar Rasmussen,Debit Card,Africa
1298,2024-05-12,Smartphone,5,242.28,1211.4,4694d859-b845-4fe3-83c0-ad70cf46ce1d,Marcia Hall,Cash,Europe
1299,2024-01-20,Mouse,1,247.79,247.79,f6401c69-6544-4199-8eea-9b321de7218e,Joshua Russell,Bank Transfer,Asia
1300,2024-04-05,Smartphone,7,175.33,1227.31,4ba2fc2e-432b-4ec7-a6cc-cd4e43969b9b,Misty Higgins,Cash,South America
1301,2024-02-05,Laptop,4,394.24,1576.96,5b0640d6-838b-4a5f-9c5d-cd9c3dacda0d,Juan Rodriguez,PayPal,Oceania
1302,2024-04-12,Laptop,9,362.57,3263.13,ba1df5ef-30fd-40e1-86bd-ce8b67ec6d4c,Joshua Sampson,PayPal,Asia
1303,2024-05-21,Mouse,10,414.35,4143.5,f69361a7-c307-4696-9635-3f22aacc7b8f,Rachel Clark,Bank Transfer,Oceania
1304,2024-06-11,Keyboard,4,53.49,213.96,7cf6bfd4-f003-4e3b-b51e-dd2629ac1d03,Andrew Fry,Cash,Europe
1305,2024-03-22,Mouse,3,340.61,1021.83,a46ac7a2-aef6-46c0-b5ff-cff05cacee29,Dylan Benton,Bank Transfer,South America
1306,2024-06-18,Smartphone,9,456.61,4109.49,634b8ede-3f19-4876-b238-8f1c68ea7aff,Raymond Turner,PayPal,South America
1307,2024-06-18,Smartphone,1,66.82,66.82,b1b0fee7-11c8-43cd-9fef-7eca7d597335,Richard Morrison,Debit Card,Oceania
1308,2024-03-08,Laptop,5,399.14,1995.7,273b4891-cc70-4956-bfc0-3411435f56b6,Lorraine Torres,Bank Transfer,North America
1309,2024-08-03,Laptop,5,19.8,99.0,96a469e9-077a-4555-a857-c0871178abfe,Jason Pierce,Cash,Africa
1310,2024-08-19,Keyboard,7,61.46,430.22,af292aa4-218b-4df8-aee0-8760d1bae04d,Gregory Brock,Bank Transfer,North America
1311,2024-07-19,Webcam,9,82.04,738.36,c45e940e-5d08-4a33-9403-026f532c3f36,Jason Stout,Credit Card,North America
1312,2024-02-13,Keyboard,9,364.88,3283.92,e8ef71a4-2c8b-4570-a575-cc3b13c9ecbf,Amy Smith,Bank Transfer,Asia
1313,2024-06-07,Keyboard,9,95.02,855.18,792bb5da-10b1-4fa0-86a6-14ceb480941e,Julie Jones,Cash,North America
1314,2024-02-08,Keyboard,1,310.54,310.54,b189d644-dc2a-4916-9603-b8fc0b67f16a,Kerry Mullins,Bank Transfer,Europe
1315,2024-01-01,Monitor,2,145.93,291.86,f737fa31-94e6-46f8-b143-e6aa861c559a,Jimmy Phillips,Cash,Africa
1316,2024-03-09,Printer,6,411.98,2471.88,41901561-bca8-4fee-b603-6eddd98b5f60,Julie Bell,Bank Transfer,Africa
1317,2024-04-13,Mouse,6,307.07,1842.42,4ea88bf0-93f6-4f0d-a1c7-4aa4b8e6f622,Sandra Holden,Credit Card,Oceania
1318,2024-07-23,Mouse,10,220.37,2203.7,788ba65d-f538-48ad-8ee3-dfac35730bbb,Kimberly Lane,Cash,South America
1319,2024-01-02,Headphones,8,433.77,3470.16,fa883ccf-ac49-4ac8-a9f9-879daccaa271,Jerry Jackson,Debit Card,South America
1320,2024-07-16,Printer,9,364.8,3283.2,6d13c449-3d67-4764-8f9e-af67da5b7b70,Frederick Simon Jr.,Debit Card,South America
1321,2024-06-05,Mouse,6,447.43,2684.58,11736fa9-4704-4f41-8325-21f2fad95ec1,Brittney Davis,Cash,Asia
1322,2024-07-11,Laptop,10,261.26,2612.6,24716337-be34-44cf-818d-36f0d96d6d9a,Audrey Jones,Credit Card,South America
1323,2024-07-10,Keyboard,2,396.87,793.74,422325fd-9d08-4837-a551-b79e8f16b06a,Jennifer Best,PayPal,Asia
1324,2024-06-22,Keyboard,2,144.14,288.28,913c2003-3afb-4eb7-8f99-cf64323a5523,Rachel Suarez,Cash,North America
1325,2024-05-30,Mouse,6,105.0,630.0,e6c3fd4a-ff60-471c-a8ba-9bd06289effe,Tara Kelly,Bank Transfer,North America
1326,2024-03-13,Headphones,8,94.49,755.92,8682b1c9-c97b-4edc-89de-8930dc7273de,James Jones,Credit Card,Oceania
1327,2024-01-26,Headphones,5,435.27,2176.35,dea745a8-930a-4bdf-bc26-e73705d833ac,Danielle Flowers,Bank Transfer,North America
1328,2024-08-21,Laptop,7,278.92,1952.44,b523e123-cf36-4468-b5bd-0c7afe8ca72b,Nathaniel Vasquez,Credit Card,Oceania
1329,2024-02-07,Laptop,8,264.78,2118.24,c50a976b-e7ba-4ffd-b8a7-619ac048acab,Christian Baker,Credit Card,Oceania
1330,2024-02-01,Monitor,10,409.13,4091.3,68bc6ea6-be1b-4779-886c-55a8e6043b06,Ronald Johnson,Credit Card,Africa
1331,2024-04-12,Mouse,5,412.91,2064.55,65a537ec-5b5f-4672-b20b-ec55bbf55613,Luis Watson,PayPal,South America
1332,2024-02-19,Webcam,9,119.85,1078.65,a0262057-483e-4dd5-911d-86bfe73839f2,Megan Morales,Debit Card,North America
1333,2024-02-12,Smartphone,9,196.03,1764.27,e16d1716-5485-4792-bb38-325e81e2b62e,Jennifer Keller,Cash,Oceania
1334,2024-03-22,Smartphone,2,489.42,978.84,b47f1682-985b-4c5c-bd85-1b127b3193ea,Brian Ward,Cash,Asia
1335,2024-08-28,Smartphone,4,455.92,1823.68,9658b8c8-94e5-4754-8d01-33ddf255b4f6,Stacy Paul,Credit Card,North America
1336,2024-03-09,Headphones,10,310.96,3109.6,c187f46d-2b84-4d40-9ab5-eb55e3fa9339,Laura Phillips,Cash,Asia
1337,2024-08-19,Keyboard,5,61.82,309.1,ee48b405-d138-4319-8485-b6d3ba024b3e,David Cordova,Bank Transfer,North America
1338,2024-08-28,Laptop,4,332.29,1329.16,143f3d18-fe83-45b0-88ae-3a9540d8ecb7,Amber Moreno,Bank Transfer,Oceania
1339,2024-01-31,Headphones,9,472.11,4248.99,8c026e17-fd7b-408a-b1c6-76d0adfa2a10,Dakota Winters,Bank Transfer,Africa
1340,2024-02-28,Printer,10,372.11,3721.1,b99c3052-6a4c-45e3-bf11-10e020e79b3a,Lauren Johnson,Bank Transfer,Oceania
1341,2024-08-05,Headphones,6,468.08,2808.48,48593c1f-df4e-4c66-862c-a58b3d14a9c8,Gregory Williams,Bank Transfer,North America
1342,2024-06-25,Printer,6,388.04,2328.24,dcf8f99b-e01e-4084-8846-3ceee8e8eb46,Kimberly Fowler,Bank Transfer,Oceania
1343,2024-05-26,Monitor,4,419.82,1679.28,7f9b7a49-f181-4efc-8914-bbc3541e5153,Michelle Escobar,PayPal,Asia
1344,2024-07-15,Smartphone,2,312.03,624.06,bc0c7717-3703-46c6-88b4-3cc5b63d2915,James Mason,Cash,Europe
1345,2024-06-12,Webcam,7,42.53,297.71,0bb1c704-0109-4cc1-84dc-8958442d35de,Eric Collins,Cash,Oceania
1346,2024-04-22,Mouse,6,112.37,674.22,d6ef6cbf-c772-4889-aedb-b29b2f812243,Bobby Garcia,PayPal,Oceania
1347,2024-07-09,Smartphone,4,458.43,1833.72,34dd966f-5641-48aa-8018-324069f4eedd,Edwin Mitchell,PayPal,Asia
1348,2024-06-16,Laptop,7,279.73,1958.11,2b2a8fbb-76e2-4fb4-80d1-5d1d9a8ac479,Abigail Wagner,PayPal,North America
1349,2024-01-24,Monitor,5,198.92,994.6,668f371c-2219-4da6-8cb8-643fd0a0a315,Michael Oconnor,Cash,North America
1350,2024-05-25,Keyboard,9,39.74,357.66,573d01dd-39b5-42b6-a2c1-34050d9a65bb,Kelly Johnson,Credit Card,South America
1351,2024-04-22,Headphones,3,314.66,943.98,2f5b8996-1486-4cfb-858c-1a61ad9d487a,Mariah Davis,Cash,Europe
1352,2024-01-21,Laptop,2,482.74,965.48,d3c3f2c2-aa63-4b38-a150-fbf7ad78422f,Lisa Lewis,Credit Card,Oceania
1353,2024-05-26,Webcam,1,477.45,477.45,a498140d-d692-4720-81f6-86c5c99a81f8,Alicia Foster,Debit Card,Oceania
1354,2024-04-09,Headphones,10,62.1,621.0,a71a082e-3c48-4571-9d97-45f5420f43e3,Gail Kane,PayPal,North America
1355,2024-05-19,Laptop,4,441.23,1764.92,e3bdc8e6-c599-468e-aca6-0887575aaf09,Samuel Wilson,PayPal,Oceania
1356,2024-05-19,Mouse,1,415.06,415.06,d92492b8-8c12-4203-b947-8072f7ee74ee,Mario Nichols,PayPal,North America
1357,2024-03-16,Headphones,1,459.55,459.55,79a124ec-02cb-41e4-95e9-918fa46bcf36,Kimberly Newman,Bank Transfer,Africa
1358,2024-03-16,Laptop,7,424.69,2972.83,157d4ddc-853b-4e67-b670-569662ebe8ae,Samantha Nelson,Bank Transfer,Europe
1359,2024-08-23,Monitor,10,417.79,4177.9,32b36475-15c0-43ec-938f-dbe20a7927f0,Chelsea Phillips,Cash,North America
1360,2024-08-29,Smartphone,4,260.8,1043.2,359b8216-a74a-429d-a65d-2e7c4ca247fb,Craig Boyd,PayPal,Oceania
1361,2024-04-02,Headphones,3,121.38,364.14,976fc884-68a8-4c0e-8755-ee6dabd6a869,Jesse Jones,Cash,Africa
1362,2024-03-18,Printer,5,395.87,1979.35,b05387d2-ac82-4820-b4d4-1806e0618d97,Shawn Nash PhD,Bank Transfer,South America
1363,2024-01-27,Headphones,9,403.42,3630.78,ac101ebf-719d-4f3e-bffe-796b6cd24ff0,Kimberly Johnson,PayPal,South America
1364,2024-03-13,Keyboard,9,45.6,410.4,dd8e9e0d-49a2-4753-b113-63363e06fa93,Theresa Thomas,Credit Card,Europe
1365,2024-08-03,Webcam,2,218.58,437.16,235ddab5-db8f-4be1-9c9d-301555a28167,Joe Brooks,Bank Transfer,Oceania
1366,2024-07-04,Webcam,2,261.06,522.12,cb679b75-003e-47c1-840f-89d359055037,Richard Williams,Cash,North America
1367,2024-07-02,Monitor,8,269.98,2159.84,aa4ee733-bf47-4219-a793-77e424c715e3,Aaron Allen,Credit Card,South America
1368,2024-01-09,Keyboard,8,270.88,2167.04,8524ea91-fb06-42a2-ad98-3de56551d267,Sergio Rivera,Credit Card,Africa
1369,2024-05-01,Printer,2,338.52,677.04,17a010ac-a076-4dec-9022-a1ad982ecbd7,Eric Hamilton,Debit Card,Africa
1370,2024-04-15,Smartphone,9,113.14,1018.26,ce4ba1ba-59b1-4e0f-96f3-45b53f9e20a6,Melissa Harris,Debit Card,Oceania
1371,2024-03-16,Laptop,10,275.94,2759.4,da2196f9-b82d-4245-a751-f18a637ac0eb,David Brown,Credit Card,Africa
